product_id,product_name,total_orders,reorder_count,reorder_rate,score
5077,100% Whole Wheat Bread,31,21,0.6774193548387096,21.0
33198,Sparkling Natural Mineral Water,28,21,0.75,21.0
10749,Organic Red Bell Pepper,28,21,0.75,21.0
25890,Boneless Skinless Chicken Breasts,42,21,0.5,21.0
30233,Organic Large Brown Grade AA Cage Free Eggs,24,20,0.8333333333333334,20.0
23909,2% Reduced Fat Milk,28,20,0.7142857142857143,20.0
3957,100% Raw Coconut Water,22,20,0.9090909090909091,20.0
432,Vanilla Almond Breeze Almond Milk,21,20,0.9523809523809523,20.0
41787,Bartlett Pears,32,20,0.625,20.0
24489,Organic Whole Strawberries,27,20,0.7407407407407407,20.0
19348,Fat Free Milk,23,19,0.8260869565217391,19.0
33000,Pure Irish Butter,25,19,0.76,19.0
15290,Orange Bell Pepper,26,19,0.7307692307692307,19.0
31506,Extra Virgin Olive Oil,35,19,0.5428571428571428,19.0
4210,Whole Milk,25,19,0.76,19.0
47144,Unsweetened Original Almond Breeze Almond Milk,25,18,0.72,18.0
42828,Whipped Cream Cheese,22,18,0.8181818181818182,18.0
43122,Organic Bartlett Pear,26,18,0.6923076923076923,18.0
11520,Large Alfresco Eggs,24,18,0.75,18.0
27521,Organic Lacinato (Dinosaur) Kale,27,18,0.6666666666666666,18.0
9839,Organic Broccoli,24,18,0.75,18.0
39928,Organic Kiwi,26,17,0.6538461538461539,17.0
5479,Italian Sparkling Mineral Water,21,17,0.8095238095238095,17.0
33120,Organic Egg Whites,20,17,0.85,17.0
18465,Organic Grade A Free Range Large Brown Eggs,26,16,0.6153846153846154,16.0
38689,Organic Reduced Fat Milk,17,16,0.9411764705882353,16.0
42736,Unsalted Butter,21,16,0.7619047619047619,16.0
28842,Bunched Cilantro,20,16,0.8,16.0
43295,Unsweetened Vanilla Almond Milk,21,16,0.7619047619047619,16.0
4799,Shredded Parmesan,27,16,0.5925925925925926,16.0
39475,Total Greek Strained Yogurt,20,16,0.8,16.0
42585,Organic Extra Firm Tofu,21,15,0.7142857142857143,15.0
21709,Sparkling Lemon Water,18,15,0.8333333333333334,15.0
27156,Organic Black Beans,18,15,0.8333333333333334,15.0
34358,Garlic,25,15,0.6,15.0
26369,Organic Roma Tomato,20,15,0.75,15.0
196,Soda,19,15,0.7894736842105263,15.0
14992,Green Beans,22,15,0.6818181818181818,14.999999999999998
41220,Organic Romaine Lettuce,19,14,0.7368421052631579,14.0
17948,Frozen Organic Wild Blueberries,27,14,0.5185185185185185,14.0
8424,Broccoli Crown,24,14,0.5833333333333334,14.0
16759,Organic Carrot Bunch,18,14,0.7777777777777778,14.0
34243,Organic Baby Broccoli,20,14,0.7,14.0
44142,Red Onion,27,14,0.5185185185185185,14.0
43768,Organic Bell Pepper,19,14,0.7368421052631579,14.0
28199,"Clementines, Bag",24,14,0.5833333333333334,14.0
22963,Organic Roasted Turkey Breast,20,14,0.7,14.0
27344,Uncured Genoa Salami,22,14,0.6363636363636364,14.0
41290,Lemonade,18,14,0.7777777777777778,14.0
6184,Clementines,17,14,0.8235294117647058,14.0
20114,Jalapeno Peppers,22,14,0.6363636363636364,14.0
19677,Original Pure Creamy Almond Milk,16,13,0.8125,13.0
46676,Total 0% Nonfat Greek Yogurt,20,13,0.65,13.0
20842,Total 0% Greek Yogurt,16,13,0.8125,13.0
1463,Organic Milk,15,13,0.8666666666666667,13.0
5025,Green Onions,24,13,0.5416666666666666,13.0
38777,Organic Green Seedless Grapes,16,13,0.8125,13.0
8193,Russet Potato,21,13,0.6190476190476191,13.0
18362,Organic Bread with 21 Whole Grains,16,13,0.8125,13.0
20995,Organic Broccoli Florets,23,13,0.5652173913043478,12.999999999999998
26620,Peach Pear Flavored Sparkling Water,16,12,0.75,12.0
46667,Organic Ginger Root,22,12,0.5454545454545454,12.0
14947,Pure Sparkling Water,19,12,0.631578947368421,12.0
45,European Cucumber,19,12,0.631578947368421,12.0
35163,Red Leaf Lettuce,14,12,0.8571428571428571,12.0
25659,Organic Coconut Milk,17,12,0.7058823529411765,12.0
36011,Organic Fat Free Milk,14,12,0.8571428571428571,12.0
2295,Yellow Bell Pepper,13,12,0.9230769230769231,12.0
23375,Marinara Sauce,21,12,0.5714285714285714,12.0
6046,Boneless Skinless Chicken Breast,14,12,0.8571428571428571,12.0
42701,Organic Sour Cream,23,12,0.5217391304347826,12.0
14084,Organic Unsweetened Vanilla Almond Milk,13,12,0.9230769230769231,12.0
33548,Peach on the Bottom Nonfat Greek Yogurt,12,12,1.0,12.0
32689,Romaine Hearts,17,12,0.7058823529411765,12.0
19678,Organic Russet Potato,15,11,0.7333333333333333,11.0
36695,Organic Hothouse Cucumbers,16,11,0.6875,11.0
21405,"Organic Red Radish, Bunch",20,11,0.55,11.0
43772,Cherubs Heavenly Salad Tomatoes,11,11,1.0,11.0
43713,Organic Creamy Peanut Butter,22,11,0.5,11.0
31683,Original No Pulp 100% Florida Orange Juice,14,11,0.7857142857142857,11.0
25146,Original Orange Juice,19,11,0.5789473684210527,11.0
21288,Blackberries,15,11,0.7333333333333333,11.0
5212,Watermelon Chunks,17,11,0.6470588235294118,11.0
16185,Sharp Cheddar Cheese,21,11,0.5238095238095238,11.0
17872,Total 2% Lowfat Plain Greek Yogurt,15,11,0.7333333333333333,11.0
260,Cantaloupe,15,11,0.7333333333333333,11.0
35503,Organic Vanilla Almond Milk,14,11,0.7857142857142857,11.0
25931,Organic Baby Spinach Salad,13,11,0.8461538461538461,11.0
13198,85% Lean Ground Beef,12,11,0.9166666666666666,11.0
42768,Organic Garbanzo Beans,21,11,0.5238095238095238,11.0
6348,Mini Original Babybel Cheese,13,11,0.8461538461538461,11.0
18523,Total 2% All Natural Greek Strained Yogurt with Honey,14,10,0.7142857142857143,10.0
2966,Pure Coconut Water,11,10,0.9090909090909091,10.0
18370,Organic Shredded Mozzarella,14,10,0.7142857142857143,10.0
44683,Brussels Sprouts,12,10,0.8333333333333334,10.0
44799,Fresh CA Grown Eggs,12,10,0.8333333333333334,10.0
35921,Organic Large Grade A Brown Eggs,13,10,0.7692307692307693,10.0
8048,Packaged Grape Tomatoes,13,10,0.7692307692307693,10.0
39408,Gala Apples,17,10,0.5882352941176471,10.0
43154,Sparkling Mineral Water,13,10,0.7692307692307693,10.0
27695,Natural Chicken & Sage Breakfast Sausage,14,10,0.7142857142857143,10.0
7781,Organic Sticks Low Moisture Part Skim Mozzarella String Cheese,18,10,0.5555555555555556,10.0
28289,Organic Shredded Carrots,12,10,0.8333333333333334,10.0
8859,Natural Spring Water,13,10,0.7692307692307693,10.0
20119,Sparkling Water Berry,11,10,0.9090909090909091,10.0
28745,Oven Roasted Turkey,12,10,0.8333333333333334,10.0
39190,Vanilla Unsweetened Almond Milk,14,10,0.7142857142857143,10.0
31915,Organic Red Delicious Apple,12,10,0.8333333333333334,10.0
32655,Organic Large Grade AA Brown Eggs,14,10,0.7142857142857143,10.0
47977,Grapefruit Sparkling Water,12,10,0.8333333333333334,10.0
46969,Organic Bosc Pear,13,9,0.6923076923076923,9.0
20738,Plain Bagels,10,9,0.9,9.0
31553,Fresh Ginger Root,20,9,0.45,9.0
1940,Organic 2% Reduced Fat Milk,13,9,0.6923076923076923,9.0
10017,Tilapia Filet,14,9,0.6428571428571429,9.0
43789,Organic Basil,22,9,0.4090909090909091,9.0
47734,Organic Green Cabbage,16,9,0.5625,9.0
48205,Spinach,18,9,0.5,9.0
24841,Aged White Cheddar Baked Rice & Corn Puffs Gluten Free Lunch Packs,11,9,0.8181818181818182,9.0
40174,2% Reduced Fat Organic Milk,13,9,0.6923076923076923,9.0
29987,Shredded Mozzarella,17,9,0.5294117647058824,9.0
30776,Organic Raw Kombucha Gingerade,12,9,0.75,9.0
8571,Baby Cucumbers,9,9,1.0,9.0
18531,Organic Heavy Whipping Cream,13,9,0.6923076923076923,9.0
8021,100% Recycled Paper Towels,19,9,0.47368421052631576,9.0
5782,Grade A Large White Eggs,11,9,0.8181818181818182,9.0
13646,Lemon Hummus,12,9,0.75,9.0
35042,Black Beans,14,9,0.6428571428571429,9.0
47630,Medium Navel Orange,12,9,0.75,9.0
26165,Electrolyte Enhanced Water,12,9,0.75,9.0
11422,Plain Greek Yogurt,12,9,0.75,9.0
20734,Organic Medjool Dates,9,9,1.0,9.0
4472,Toasted Coconut Almondmilk Blend,14,9,0.6428571428571429,9.0
45603,Trilogy Kombucha Drink,10,9,0.9,9.0
37687,Organic Spring Mix,18,9,0.5,9.0
29447,"Milk, Organic, Vitamin D",11,9,0.8181818181818182,9.0
28849,No Salt Added Black Beans,18,9,0.5,9.0
31343,Shredded Mild Cheddar Cheese,16,8,0.5,8.0
39180,Organic Lowfat 1% Milk,11,8,0.7272727272727273,8.0
38456,Large Grapefruit,12,8,0.6666666666666666,8.0
42450,Macaroni & Cheese,11,8,0.7272727272727273,8.0
2086,Sustainably Soft Bath Tissue,12,8,0.6666666666666666,8.0
43394,Organic Lactose Free Whole Milk,9,8,0.8888888888888888,8.0
19019,Uncured Slow Cooked Ham,16,8,0.5,8.0
34448,Original Veggie Straws,11,8,0.7272727272727273,8.0
17461,Air Chilled Organic Boneless Skinless Chicken Breasts,11,8,0.7272727272727273,8.0
40396,Guacamole,12,8,0.6666666666666666,8.0
40545,Berry Medley,14,8,0.5714285714285714,8.0
32455,Whole Grain Cheddar Baked Snack Crackers,11,8,0.7272727272727273,8.0
46906,Grape White/Green Seedless,12,8,0.6666666666666666,8.0
40332,"Cage Free Brown Eggs-Large, Grade A",12,8,0.6666666666666666,8.0
40310,Oven Roasted Turkey Breast,10,8,0.8,8.0
26800,Organic Baby Kale Mix,9,8,0.8888888888888888,8.0
35140,Organic Whole Cashews,10,8,0.8,8.0
26940,Organic Large Green Asparagus,10,8,0.8,8.0
35535,Organic Red Chard Greens,9,8,0.8888888888888888,8.0
44910,Organic Spring Mix Salad,13,8,0.6153846153846154,8.0
9020,Boneless Skinless Chicken Thighs,13,8,0.6153846153846154,8.0
32478,Reduced Fat 2% Milk,8,8,1.0,8.0
47672,Uncured Hickory Smoked Sunday Bacon,11,8,0.7272727272727273,8.0
30450,Creamy Almond Butter,15,8,0.5333333333333333,8.0
1158,Mango Chunks,12,8,0.6666666666666666,8.0
13870,Lightly Salted Baked Snap Pea Crisps,13,8,0.6153846153846154,8.0
19816,Sonoma Traditional Flour Tortillas 10 Count,12,8,0.6666666666666666,8.0
24024,1% Lowfat Milk,9,8,0.8888888888888888,8.0
7963,Gluten Free Whole Grain Bread,10,8,0.8,8.0
5818,White Onion,12,8,0.6666666666666666,8.0
8670,Diced Tomatoes,15,8,0.5333333333333333,8.0
1511,2% Reduced Fat DHA Omega-3 Reduced Fat Milk,8,8,1.0,8.0
35628,Organic Strawberry Smoothie,9,7,0.7777777777777778,7.0
46802,Pineapple Chunks,14,7,0.5,7.0
39812,Organic Thyme,14,7,0.5,7.0
2855,Organic Good Seed Bread,11,7,0.6363636363636364,7.0
40604,Feta Cheese Crumbles,13,7,0.5384615384615384,7.0
40723,Organic Cripps Pink Apples,8,7,0.875,7.0
5322,Gluten Free Dark Chocolate Chunk Chewy with a Crunch Granola Bars,7,7,1.0,7.0
49605,Classic Hummus Family Size,8,7,0.875,7.0
25340,Large Yellow Flesh Nectarine,9,7,0.7777777777777778,7.0
44560,Kids Organic Chocolate Chip ZBars,11,7,0.6363636363636364,7.0
26497,Romaine Lettuce,11,7,0.6363636363636364,7.0
8174,Organic Navel Orange,15,7,0.4666666666666667,7.0
48857,Authentic French Brioche,10,7,0.7,7.0
26128,Organic Mango Chunks,9,7,0.7777777777777778,7.0
3952,Organic Broccoli Crowns,9,7,0.7777777777777778,7.0
5194,Organic Bunny Fruit Snacks Berry Patch,7,7,1.0,7.0
5258,Sparkling Water,8,7,0.875,7.0
46654,Organic Grade A Large Brown Eggs,11,7,0.6363636363636364,7.0
33768,Sinfully Sweet Campari Tomatoes,9,7,0.7777777777777778,7.0
13944,Pure Water,10,7,0.7,7.0
36550,Organic Extra Large Grade AA Brown Eggs,9,7,0.7777777777777778,7.0
13575,Apples,7,7,1.0,7.0
13740,Organic Summer Strawberry Bunny Fruit Snacks,9,7,0.7777777777777778,7.0
32734,Spaghetti,11,7,0.6363636363636364,7.0
30305,Fancy Eggplant,9,7,0.7777777777777778,7.0
10957,Fridge Pack Cola,8,7,0.875,7.0
19706,Organic Nectarine,10,7,0.7,7.0
35939,Organic Jalapeno Pepper,11,7,0.6363636363636364,7.0
28156,Total 0% Nonfat Plain Greek Yogurt,11,7,0.6363636363636364,7.0
24830,Organic Romaine,11,7,0.6363636363636364,7.0
27323,Pure & Natural Sour Cream,11,7,0.6363636363636364,7.0
37766,XL Emerald White Seedless Grapes,9,7,0.7777777777777778,7.0
21292,Rainbow Bell Peppers,8,7,0.875,7.0
2078,Unsalted Pure Irish Butter,12,7,0.5833333333333334,7.0
48559,Synergy Organic Kombucha Gingerberry,7,7,1.0,7.0
45633,Organic Beef Hot Dogs,10,7,0.7,7.0
27730,Almond Breeze Original Almond Milk,9,7,0.7777777777777778,7.0
651,Organic Salted Butter,7,7,1.0,7.0
7175,Organic Whipped Naturally Buttery Spread,10,7,0.7,7.0
11440,Chicken Breast Tenders Breaded,8,7,0.875,7.0
11512,Honey Yoghurt,7,7,1.0,7.0
11782,Bing Cherries,9,7,0.7777777777777778,7.0
11759,Organic Simply Naked Pita Chips,10,7,0.7,7.0
21573,Roasted Pine Nut Hummus,8,7,0.875,7.0
28993,Iceberg Lettuce,9,7,0.7777777777777778,7.0
31040,Sea Salt Pita Chips,10,7,0.7,7.0
21195,Organic Extra Virgin Olive Oil,11,7,0.6363636363636364,7.0
45948,Gluten Free 7 Grain Bread,10,7,0.7,7.0
28465,Icelandic Style Skyr Blueberry Non-fat Yogurt,8,7,0.875,7.0
39984,Organic Dill,13,7,0.5384615384615384,7.0
17600,"YoKids Squeezers Organic Low-Fat Yogurt, Strawberry",14,7,0.5,7.0
38159,Organic Yellow Peaches,12,7,0.5833333333333334,7.0
6104,Whole Milk Plain Yogurt,10,7,0.7,7.0
5161,Dried Mango,10,7,0.7,7.0
12916,Ginger Ale,11,7,0.6363636363636364,7.0
49215,Kids Sensible Foods Broccoli Littles,7,6,0.8571428571428571,6.0
17316,Vitamin D Organic Whole Milk,6,6,1.0,6.0
2825,Organic Original Hommus,7,6,0.8571428571428571,6.0
15937,Shallot,9,6,0.6666666666666666,6.0
15902,100 Calorie  Per Bag Popcorn,6,6,1.0,6.0
17122,Honeycrisp Apples,8,6,0.75,6.0
40199,Chocolate Chip Cookies,6,6,1.0,6.0
31651,Extra Fancy Unsalted Mixed Nuts,7,6,0.8571428571428571,6.0
32134,Lactose Free Plain Kefir,6,6,1.0,6.0
42356,Strawberry Preserves,9,6,0.6666666666666666,6.0
13083,Lowfat Small Curd Cottage Cheese,7,6,0.8571428571428571,6.0
42342,Roasted Turkey Breast,9,6,0.6666666666666666,6.0
39108,Pulp Free Orange Juice,6,6,1.0,6.0
21267,Sourdough Bread,9,6,0.6666666666666666,6.0
38739,Hass Avocado,10,6,0.6,6.0
38293,Ground Turkey Breast,13,6,0.46153846153846156,6.0
11777,Red Raspberries,13,6,0.46153846153846156,6.0
22124,Total 0% Raspberry Yogurt,7,6,0.8571428571428571,6.0
21386,Smartwater,7,6,0.8571428571428571,6.0
21376,Pretzel Crisps Original Deli Style Pretzel Crackers,9,6,0.6666666666666666,6.0
38028,White Sliced Mushrooms,6,6,1.0,6.0
19508,Corn Tortillas,8,6,0.75,6.0
38928,0% Greek Strained Yogurt,7,6,0.8571428571428571,6.0
22959,Reduced Fat Milk 100% Lactose Free,7,6,0.8571428571428571,6.0
36865,Non Fat Raspberry Yogurt,6,6,1.0,6.0
1529,"Parsley, Italian (Flat), New England Grown",11,6,0.5454545454545454,6.0
10761,Organic Yokids Lemonade/Blueberry Variety Pack Yogurt Squeezers Tubes,7,6,0.8571428571428571,6.0
10831,Yobaby Organic Plain Yogurt,6,6,1.0,6.0
3631,Organic Whole Milk French Vanilla Yogurt,6,6,1.0,6.0
10070,Organic 1% Low Fat Milk,9,6,0.6666666666666666,6.0
10132,Organic American Cheese Singles,11,6,0.5454545454545454,6.0
10246,Organic Celery Hearts,9,6,0.6666666666666666,6.0
44008,Organic Greek Whole Milk Blended Vanilla Bean Yogurt,9,6,0.6666666666666666,6.0
48628,Organic Whole Wheat Bread,9,6,0.6666666666666666,6.0
37158,Chicken & Maple Breakfast Sausage,8,6,0.75,6.0
37067,Organic Banana,12,6,0.5,6.0
37011,Artichokes,8,6,0.75,6.0
36397,Gluten Free Millet-Chia Bread,7,6,0.8571428571428571,6.0
18479,Organic Low Sodium Vegetable Broth,9,6,0.6666666666666666,6.0
18441,Organic Ketchup,9,6,0.6666666666666666,6.0
18670,Original Enriched Rice Drink,8,6,0.75,6.0
35561,Organic Tortilla Chips,9,6,0.6666666666666666,6.0
35547,Organic Baby Kale,11,6,0.5454545454545454,6.0
9092,Organic Vegetable Broth,9,6,0.6666666666666666,6.0
9339,Organic Chicken & Apple Sausage,8,6,0.75,6.0
44570,Kale Greens,8,6,0.75,6.0
9808,Organic Cottage Cheese,8,6,0.75,6.0
3896,Organic Honey Sweet Whole Wheat Bread,8,6,0.75,6.0
14161,Kiwi,10,6,0.6,6.0
2452,Naturals Chicken Nuggets,7,6,0.8571428571428571,6.0
2450,Taco Seasoning,7,6,0.8571428571428571,6.0
39619,Organic Tomato Basil Pasta Sauce,15,6,0.4,6.0
18288,Sea Salt Potato Chips,7,6,0.8571428571428571,6.0
18234,Organic Spinach Bunch,8,6,0.75,6.0
14633,Veggie Chips,9,6,0.6666666666666666,6.0
44765,Colby Cheese Sticks,7,6,0.8571428571428571,6.0
25824,Pita Chips Simply Naked,9,6,0.6666666666666666,6.0
48775,Organic Red Cabbage,7,6,0.8571428571428571,6.0
35004,Macaroni Shells & White Cheddar Cheese,8,6,0.75,6.0
49044,"Organic Pears, Peas and Broccoli Puree Stage 1",6,6,1.0,6.0
4421,Organic Beef Uncured Hot Dogs,6,6,1.0,6.0
33754,Total 2% with Strawberry Lowfat Greek Strained Yogurt,9,6,0.6666666666666666,6.0
890,Organic Diced Tomatoes,14,6,0.42857142857142855,6.0
30827,Seedless Cucumbers,7,6,0.8571428571428571,6.0
7503,Whole Almonds,12,6,0.5,6.0
45681,Americone Dream® Ice Cream,8,6,0.75,6.0
45504,Whole Organic Omega 3 Milk,7,6,0.8571428571428571,6.0
27690,Apple Cinnamon GoGo Squeez,11,6,0.5454545454545454,6.0
34197,Goat Milk,7,6,0.8571428571428571,6.0
28535,Cucumber & Garlic  Tzatziki,6,6,1.0,6.0
39947,Blackberry Cucumber Sparkling Water,8,6,0.75,6.0
17706,Organic Whole Grain Wheat English Muffins,8,6,0.75,6.0
3142,Organic Short Grain Brown Rice,8,6,0.75,6.0
5134,Organic Thompson Seedless Raisins,9,6,0.6666666666666666,6.0
49520,Orange Sparkling Water,10,6,0.6,6.0
33845,Organic YoBaby Vanilla Yogurt,5,5,1.0,5.0
5646,Organic Turkey Bacon,7,5,0.7142857142857143,5.0
4942,Vanilla Almond Breeze,5,5,1.0,5.0
46650,Special Reserve Extra Sharp Cheddar Cheese,6,5,0.8333333333333334,5.0
39993,Vine Ripe Tomatoes,12,5,0.4166666666666667,5.0
17224,Oats & Honey Gluten Free Granola,5,5,1.0,5.0
790,Garbanzo Beans,5,5,1.0,5.0
7021,Organic Tomato Paste,14,5,0.35714285714285715,5.0
6948,Organic Original Almond Milk,7,5,0.7142857142857143,5.0
46069,Supergreens!,7,5,0.7142857142857143,5.0
46149,Zero Calorie Cola,7,5,0.7142857142857143,5.0
17949,Mild Cheddar Cheese Sticks,5,5,1.0,5.0
17795,Organic Green Leaf Lettuce,7,5,0.7142857142857143,5.0
30169,Total 2% All Natural Plain Greek Yogurt,7,5,0.7142857142857143,5.0
29662,Potato Yukon Gold Organic,7,5,0.7142857142857143,5.0
28427,Vitamin D Whole Milk,8,5,0.625,5.0
1025,Organic Fresh Basil,8,5,0.625,5.0
45535,Organic Low Sodium Chicken Broth,10,5,0.5,5.0
7806,Soft Pretzel Burger Buns,7,5,0.7142857142857143,5.0
45788,Garlic Lovers Hommus,5,5,1.0,5.0
28928,Uncured Black Forest Ham,6,5,0.8333333333333334,5.0
28931,Honey Bunches of Oats Honey Roasted Cereal,5,5,1.0,5.0
28934,Frozen Broccoli Florets,13,5,0.38461538461538464,5.0
34050,Orange Juice,10,5,0.5,5.0
26348,Mixed Fruit Fruit Snacks,6,5,0.8333333333333334,5.0
7948,Organic Unsalted Butter,14,5,0.35714285714285715,5.0
34530,Organic Chicken Thighs,7,5,0.7142857142857143,5.0
15872,Celery Hearts,8,5,0.625,5.0
15649,Baby Seedless Cucumbers,7,5,0.7142857142857143,5.0
15392,Organic Mayonnaise,8,5,0.625,5.0
1194,Natural Artisan Water,8,5,0.625,5.0
48745,Globe Eggplant,7,5,0.7142857142857143,5.0
26283,White Corn,8,5,0.625,5.0
26131,Mixed Berries Whole Milk Icelandic Style Skyr Yogurt,5,5,1.0,5.0
25936,EnviroKidz Gluten Free & Wheat Free Gorilla Munch Corn Puff Cereal,5,5,1.0,5.0
8490,Strawberry Rhubarb Yogurt,5,5,1.0,5.0
26790,Organic AppleApple,11,5,0.45454545454545453,5.0
26346,Organic Skim Milk,5,5,1.0,5.0
36070,"Super Spinach! Baby Spinach, Baby Bok Choy, Sweet Baby Kale",13,5,0.38461538461538464,5.0
3849,Organic Sprouted English Muffin,6,5,0.8333333333333334,5.0
44422,Organic Old Fashioned Rolled Oats,14,5,0.35714285714285715,5.0
9595,Organic Homestyle Mini Waffles,6,5,0.8333333333333334,5.0
17419,Sprouted Whole Wheat Bread,5,5,1.0,5.0
14870,Icelandic Style Fat Free Plain Yogurt,7,5,0.7142857142857143,5.0
14715,Coconut Water,8,5,0.625,5.0
14651,Tommy/Kent/Keitt/Haden Mango,10,5,0.5,5.0
25718,Cold Brew Coffee,7,5,0.7142857142857143,5.0
25588,Seedless Small Watermelon,10,5,0.5,5.0
25466,Water,9,5,0.5555555555555556,5.0
44042,Premium Italian Bread,7,5,0.7142857142857143,5.0
44156,Strawberry on the Bottom Nonfat Greek Yogurt,5,5,1.0,5.0
9755,Original Popcorn,9,5,0.5555555555555556,5.0
36316,Lemon Sparkling Water,6,5,0.8333333333333334,5.0
12614,Yellow Grape Tomatoes,5,5,1.0,5.0
42625,"Flat Parsley, Bunch",11,5,0.45454545454545453,5.0
39657,Milk Chocolate Almonds,5,5,1.0,5.0
13984,Organic Mint,9,5,0.5555555555555556,5.0
13829,Mild Salsa,6,5,0.8333333333333334,5.0
13712,Cold Brew Coffee Double Espresso with Almond Milk,7,5,0.7142857142857143,5.0
3464,"Organic Butterhead (Boston, Butter, Bibb) Lettuce",11,5,0.45454545454545453,5.0
13629,Organic Snipped Green Beans,9,5,0.5555555555555556,5.0
36646,Lactose Free Sour Cream,7,5,0.7142857142857143,5.0
23296,Blueberry on the Bottom Nonfat Greek Yogurt,5,5,1.0,5.0
2067,Plus Cranberry Almond + Antioxidants with Macadamia Nuts Bar,6,5,0.8333333333333334,5.0
22298,Yo Baby Organic Whole Milk Banana Mango Yogurt,6,5,0.8333333333333334,5.0
21927,Organic Boneless Skinless Chicken Breast,7,5,0.7142857142857143,5.0
37710,Trail Mix,6,5,0.8333333333333334,5.0
37825,Organic Whole Wheat Fusilli,8,5,0.625,5.0
11193,Ancient Grain Blueberry Hemp Granola,5,5,1.0,5.0
38400,Asparation/Broccolini/Baby Broccoli,10,5,0.5,5.0
48364,Sweet Onion,9,5,0.5555555555555556,5.0
19691,Green Seedless Grapes,10,5,0.5,5.0
39097,Gluten Free White Sandwich Bread,7,5,0.7142857142857143,5.0
42460,Plain Mini Bagels,5,5,1.0,5.0
12745,"Yogurt, Lowfat, Strawberry",6,5,0.8333333333333334,5.0
10673,Original Nooks & Crannies English Muffins,11,5,0.45454545454545453,5.0
37119,Uncured Pepperoni,5,5,1.0,5.0
